protocol,throughput_mbps,mean_rtt_ms,p90_rtt_ms,p99_rtt_ms,std_rtt_ms,loss_rate,retx_rate,flow_count,app_type,network_load,data_source,best_protocol
bbr,3.8904,27.1809,25.4854,33.4367,3.7251,0.163812,0.082095,13,io,0.12,iperf3,bbr
bbr,3.4296,30.6162,31.9524,37.2424,3.2003,0.104229,0.079031,37,streaming,0.26,iperf3,bbr
bbr,3.2748,27.2499,34.8735,36.7929,3.5962,0.179919,0.112215,18,sort,0.51,iperf3,bbr
bbr,2.9401,33.3734,38.5343,43.3106,3.9347,0.155746,0.122946,30,streaming,0.62,iperf3,bbr
bbr,4.0957,26.9206,34.6369,38.9127,3.645,0.138562,0.083291,12,io,0.12,iperf3,bbr
bbr,2.8026,34.9182,36.1015,44.7889,2.9458,0.195401,0.142349,33,streaming,0.73,iperf3,bbr
bbr,3.2952,28.8763,33.8022,33.5207,3.0523,0.167829,0.117956,5,io,0.13,iperf3,bbr
bbr,3.3422,32.015,35.1652,41.0762,3.6901,0.157403,0.123732,15,sort,0.53,iperf3,bbr
bbr,2.8341,31.4319,41.0512,43.3875,3.8148,0.127516,0.091598,5,sort,0.54,iperf3,bbr
bbr,3.3271,26.1398,36.6913,35.0887,3.1065,0.171613,0.125502,47,io,0.58,iperf3,bbr
bbr,3.6927,24.7187,30.7171,39.3363,3.6487,0.157773,0.086881,27,streaming,0.31,iperf3,bbr
bbr,3.5234,30.9829,44.5984,44.1145,2.928,0.147802,0.13383,17,sort,0.8,iperf3,bbr
bbr,4.3882,25.7553,35.6177,31.5636,3.5507,0.133,0.123073,47,io,0.1,iperf3,bbr
bbr,3.2105,34.8633,40.6184,47.6685,2.9428,0.186052,0.100598,35,streaming,0.81,iperf3,bbr
bbr,3.0958,28.0816,37.049,42.0004,3.6963,0.137976,0.132411,42,streaming,0.55,iperf3,bbr
bbr,2.5206,33.9969,35.2529,47.8065,4.0004,0.182958,0.165864,46,streaming,0.88,iperf3,bbr
bbr,2.6408,34.1332,38.8621,34.263,2.9166,0.161777,0.096952,45,io,0.56,iperf3,bbr
bbr,3.8754,24.8518,33.5429,38.0906,3.4959,0.178595,0.147213,9,io,0.37,iperf3,bbr
bbr,2.8552,25.5409,40.4365,39.9084,3.6631,0.174858,0.144402,38,io,0.51,iperf3,bbr
bbr,3.5839,23.1491,29.3277,37.8961,3.5733,0.131028,0.120562,46,streaming,0.39,iperf3,bbr
bbr,2.8573,25.8472,37.1404,40.0501,3.5894,0.121326,0.134057,29,sort,0.68,iperf3,bbr
bbr,3.2673,31.0762,33.4883,44.3182,3.5119,0.200714,0.112531,12,streaming,0.87,iperf3,bbr
bbr,3.5692,25.6415,40.1475,34.8896,3.9758,0.129197,0.103701,25,sort,0.51,iperf3,bbr
bbr,3.1295,28.1178,34.6899,50.5178,3.6996,0.201394,0.163084,10,io,0.82,iperf3,bbr
bbr,3.8436,29.8682,37.2338,31.6016,3.0516,0.170679,0.092314,43,sort,0.26,iperf3,bbr
bbr,4.282,22.4748,27.7079,32.9341,2.8598,0.136992,0.091409,33,streaming,0.12,iperf3,bbr
bbr,2.7894,29.7352,36.1639,37.9019,3.0135,0.170805,0.100227,25,sort,0.46,iperf3,bbr
bbr,3.33,25.1042,28.6401,39.2025,3.1686,0.158331,0.123105,33,sort,0.22,iperf3,bbr
bbr,3.1914,37.0058,43.0784,47.746,3.1887,0.201053,0.131949,14,io,0.81,iperf3,bbr
bbr,3.6789,31.1702,28.8485,34.0046,4.023,0.128738,0.086702,17,sort,0.21,iperf3,bbr
bbr,2.8043,31.5351,43.8998,46.1453,3.6301,0.173664,0.118838,9,streaming,0.96,iperf3,bbr
bbr,3.3326,29.5401,37.1801,40.3781,3.6822,0.110539,0.126309,21,sort,0.22,iperf3,bbr
bbr,3.3759,23.7092,31.303,37.9555,2.8625,0.132691,0.083075,34,sort,0.27,iperf3,bbr
bbr,2.9733,29.0361,45.0011,42.393,4.0808,0.211997,0.172809,47,sort,0.95,iperf3,bbr
bbr,3.417,33.0876,44.5032,43.8149,3.1179,0.190243,0.15087,30,sort,0.84,iperf3,bbr
bbr,3.4215,29.2913,31.7535,46.288,3.3911,0.136063,0.104842,38,io,0.6,iperf3,bbr
bbr,4.0993,29.8389,36.8249,40.3559,2.9682,0.114156,0.113223,17,sort,0.26,iperf3,bbr
bbr,2.4357,38.9727,38.3462,37.1339,3.9701,0.149936,0.100187,47,sort,0.98,iperf3,bbr
bbr,2.6751,32.2498,40.4385,35.2711,3.8396,0.183555,0.140698,7,io,0.73,iperf3,bbr
bbr,3.4024,27.2658,35.9205,35.9619,3.4946,0.174611,0.119355,45,sort,0.88,iperf3,bbr
bbr,2.5656,33.1319,39.0476,45.5541,3.8901,0.154607,0.105818,47,io,0.86,iperf3,bbr
bbr,2.6755,27.0776,41.148,47.702,3.0379,0.172149,0.114424,19,streaming,0.95,iperf3,bbr
bbr,4.3399,25.07,35.802,29.7695,4.0283,0.138047,0.114389,13,io,0.13,iperf3,bbr
bbr,3.3707,36.4378,39.7531,51.496,3.8697,0.184003,0.164088,30,sort,0.92,iperf3,bbr
bbr,2.7217,31.3399,32.3204,46.2904,3.4096,0.145167,0.093426,38,streaming,0.58,iperf3,bbr
bbr,3.8518,25.2565,37.9329,44.7908,3.6514,0.173889,0.144734,5,io,0.49,iperf3,bbr
bbr,3.3873,24.0948,29.4303,33.9523,2.9393,0.118066,0.126818,25,io,0.38,iperf3,bbr
bbr,2.4317,32.1189,38.5381,45.6452,2.9402,0.215703,0.12129,19,streaming,0.87,iperf3,bbr
bbr,3.6067,25.454,28.8746,41.5745,3.8908,0.170947,0.125279,9,sort,0.48,iperf3,bbr
bbr,3.1355,26.938,30.1211,37.6571,3.0785,0.13658,0.161808,22,sort,0.63,iperf3,bbr
bbr,3.0101,26.3033,35.3171,42.2309,3.4038,0.211948,0.126257,13,io,0.86,iperf3,bbr
bbr,3.5322,36.3602,43.1122,45.541,3.4369,0.145975,0.15257,43,io,0.8,iperf3,bbr
bbr,3.819,30.4651,33.308,39.5596,4.0679,0.10155,0.120373,47,io,0.16,iperf3,bbr
bbr,3.6606,22.7145,30.4181,32.1499,3.1685,0.147493,0.082587,27,sort,0.25,iperf3,bbr
bbr,3.0403,32.0379,38.2792,44.1932,3.25,0.183408,0.104611,50,io,0.56,iperf3,bbr
bbr,3.1713,28.8602,40.3553,49.3383,2.9072,0.163601,0.129373,8,io,0.82,iperf3,bbr
bbr,3.107,31.0171,27.4409,34.8994,3.9651,0.110698,0.099529,6,sort,0.36,iperf3,bbr
bbr,2.9558,36.7492,40.6109,39.7376,3.8544,0.123248,0.113906,29,streaming,1.0,iperf3,bbr
bbr,3.6461,30.9627,28.5506,38.686,3.9933,0.15165,0.111061,22,streaming,0.45,iperf3,bbr
bbr,3.3909,32.1792,36.9603,33.8655,3.3385,0.125248,0.141089,10,sort,0.67,iperf3,bbr
bbr,2.6466,32.2861,41.0691,50.4831,3.752,0.154981,0.130144,17,io,0.97,iperf3,bbr
bbr,3.7989,25.6153,28.4463,28.9424,3.984,0.16647,0.124289,32,streaming,0.15,iperf3,bbr
bbr,3.4937,30.4056,34.9407,46.226,3.5947,0.109997,0.134519,12,sort,0.54,iperf3,bbr
bbr,2.6832,33.8478,40.3988,42.6174,4.073,0.190591,0.093444,17,sort,0.64,iperf3,bbr
bbr,3.4269,29.4281,31.5605,42.099,3.5409,0.165274,0.115537,30,streaming,0.71,iperf3,bbr
bbr,2.9887,28.313,31.7192,34.2465,3.4174,0.157544,0.146744,14,sort,0.32,iperf3,bbr
bbr,3.8318,25.3758,25.3165,34.3448,3.1896,0.149739,0.093323,49,streaming,0.12,iperf3,bbr
bbr,3.2558,35.0662,42.0797,38.6725,3.6497,0.139635,0.131955,9,streaming,0.96,iperf3,bbr
bbr,2.8948,28.9076,31.3509,33.9883,3.1891,0.176153,0.113989,29,sort,0.36,iperf3,bbr
bbr,3.2313,29.4543,37.4581,49.1338,3.3187,0.121037,0.115817,5,streaming,1.0,iperf3,bbr
bbr,3.0278,26.8482,26.2818,34.1747,3.8653,0.170971,0.077336,29,io,0.22,iperf3,bbr
bbr,3.0133,32.8837,34.1074,33.3166,3.3436,0.147083,0.086379,7,streaming,0.57,iperf3,bbr
bbr,4.0752,22.5821,33.3482,32.783,2.8586,0.141111,0.084903,18,sort,0.22,iperf3,bbr
bbr,2.72,26.4501,40.0638,36.7652,2.8846,0.143211,0.089019,21,sort,0.63,iperf3,bbr
bbr,3.0036,32.6576,36.9285,38.9633,3.7192,0.134274,0.141803,41,sort,0.41,iperf3,bbr
bbr,3.6335,25.4781,38.2404,41.6882,2.9024,0.192538,0.123708,36,streaming,0.68,iperf3,bbr
bbr,2.7085,36.4436,46.1413,45.6825,3.02,0.151362,0.155985,43,sort,0.94,iperf3,bbr
bbr,3.9565,24.911,28.2861,38.0949,3.6373,0.110656,0.117902,29,io,0.35,iperf3,bbr
bbr,3.4028,25.9714,37.9262,35.0558,3.2615,0.188014,0.092724,15,io,0.41,iperf3,bbr
bbr,2.9982,26.0751,37.717,34.1603,3.7233,0.145036,0.105139,31,sort,0.64,iperf3,bbr
bbr,4.0548,24.4574,30.6359,34.7791,3.2192,0.165738,0.086262,31,io,0.19,iperf3,bbr
bbr,2.4092,28.961,43.2225,36.9825,3.4789,0.120661,0.124609,17,io,0.91,iperf3,bbr
bbr,3.0169,32.7607,38.7201,35.4146,3.4702,0.120597,0.121686,27,streaming,0.71,iperf3,bbr
bbr,2.7027,25.6092,32.349,33.7982,3.1554,0.137198,0.118281,21,sort,0.57,iperf3,bbr
bbr,4.2782,28.0731,29.5848,29.9045,3.8637,0.149909,0.138815,34,io,0.15,iperf3,bbr
bbr,3.4061,25.9974,41.7281,34.4657,3.6527,0.158161,0.130334,30,io,0.63,iperf3,bbr
bbr,3.8028,32.4745,33.4459,34.9641,3.2614,0.184112,0.123497,17,sort,0.49,iperf3,bbr
bbr,3.0464,29.5874,41.1864,43.0258,3.5326,0.11798,0.149052,8,sort,0.89,iperf3,bbr
bbr,3.5499,33.6666,42.4866,47.0897,2.9595,0.140095,0.158266,46,streaming,0.79,iperf3,bbr
bbr,3.1752,27.2353,30.7428,32.1535,3.0858,0.161958,0.121261,43,streaming,0.19,iperf3,bbr
bbr,3.3805,26.8612,38.0124,47.2021,3.2101,0.116086,0.156649,13,streaming,0.73,iperf3,bbr
bbr,3.7729,32.3757,38.3792,37.2505,3.6206,0.153208,0.094236,15,streaming,0.39,iperf3,bbr
bbr,3.4201,31.1288,31.2856,39.5731,3.2715,0.117662,0.09384,48,streaming,0.5,iperf3,bbr
bbr,3.0144,28.6905,26.4368,35.2662,3.0848,0.161011,0.089657,22,sort,0.26,iperf3,bbr
bbr,3.9882,27.6801,28.1358,38.6668,3.0354,0.153021,0.135632,35,streaming,0.36,iperf3,bbr
bbr,3.8178,26.3448,30.8917,35.7544,3.97,0.106877,0.146151,25,io,0.4,iperf3,bbr
bbr,3.4155,24.3889,35.2725,35.0529,2.8854,0.168987,0.111984,23,sort,0.49,iperf3,bbr
bbr,3.0348,29.4313,43.5523,52.781,3.7549,0.135976,0.106942,33,streaming,0.99,iperf3,bbr
bbr,2.9094,24.6719,39.813,39.4045,4.0493,0.19209,0.113608,24,streaming,0.52,iperf3,bbr
bbr,3.5048,30.5666,33.5035,40.0297,3.1463,0.19057,0.116558,25,streaming,0.76,iperf3,bbr
bbr,3.9196,23.2622,29.6776,39.117,2.8956,0.136495,0.124857,8,sort,0.25,iperf3,bbr
bbr,3.2809,28.1922,36.0432,35.4541,3.7973,0.137923,0.105173,31,io,0.22,iperf3,bbr
bbr,4.1253,29.7812,31.016,31.4159,3.9026,0.116387,0.103644,37,sort,0.22,iperf3,bbr
bbr,3.2403,33.9328,42.7075,47.1392,3.8434,0.201535,0.144672,23,io,0.7,iperf3,bbr
bbr,2.9519,29.8373,37.1068,34.7238,4.0058,0.200243,0.139163,41,io,0.62,iperf3,bbr
bbr,3.1646,31.2351,33.974,48.9808,3.8361,0.136268,0.159238,37,sort,0.71,iperf3,bbr
bbr,3.581,32.8029,38.4327,32.0535,3.2014,0.167189,0.130862,14,sort,0.48,iperf3,bbr
bbr,2.7553,27.6249,41.6635,50.4384,3.1703,0.153498,0.102943,15,io,0.84,iperf3,bbr
bbr,3.2714,35.3839,41.4531,35.5794,3.9329,0.122969,0.137972,40,sort,0.75,iperf3,bbr
bbr,2.6353,26.9203,33.2833,47.1879,3.395,0.190075,0.170007,15,streaming,0.94,iperf3,bbr
bbr,3.9844,31.0253,34.1491,33.2754,3.471,0.110411,0.135609,45,streaming,0.22,iperf3,bbr
bbr,3.8163,29.1548,34.4023,30.4792,3.4906,0.138849,0.087113,13,io,0.25,iperf3,bbr
bbr,3.6883,28.4885,27.2815,38.569,4.0648,0.122458,0.104544,8,sort,0.28,iperf3,bbr
bbr,3.9099,25.4349,36.9695,39.5424,3.3114,0.130547,0.135759,41,streaming,0.45,iperf3,bbr
bbr,3.0213,32.9133,33.9123,39.6733,3.4036,0.134669,0.145675,29,io,0.64,iperf3,bbr
bbr,3.5718,31.5226,36.4911,41.0755,3.4048,0.114624,0.132097,8,sort,0.27,iperf3,bbr
bbr,3.0356,27.9272,32.7223,41.7558,2.8579,0.158092,0.121498,25,streaming,0.86,iperf3,bbr
bbr,3.0464,36.2754,35.1645,44.6404,3.5023,0.151862,0.115993,27,sort,0.76,iperf3,bbr
bbr,2.5039,37.8635,35.4731,42.6836,2.8558,0.122872,0.136317,26,io,0.9,iperf3,bbr
bbr,3.5651,33.3438,32.8024,33.5459,2.9378,0.142363,0.104536,11,io,0.57,iperf3,bbr
bbr,4.016,24.3854,35.1412,37.1844,3.4393,0.121381,0.086989,17,io,0.24,iperf3,bbr
bbr,4.0283,31.8874,26.8047,40.1231,3.8947,0.167048,0.136778,9,io,0.28,iperf3,bbr
bbr,3.1586,24.2863,36.3766,43.5721,3.1835,0.18803,0.121277,31,streaming,0.51,iperf3,bbr
bbr,4.0525,24.3501,26.0382,36.3818,3.5173,0.096423,0.114405,22,streaming,0.15,iperf3,bbr
bbr,2.7789,32.1775,38.6873,41.2323,2.9314,0.172599,0.137221,41,streaming,0.77,iperf3,bbr
bbr,3.2929,30.4348,33.9545,40.0198,3.1109,0.156415,0.115567,5,streaming,0.89,iperf3,bbr
bbr,3.3651,26.3576,36.6304,40.962,3.4641,0.186345,0.148095,5,streaming,0.37,iperf3,bbr
bbr,3.3221,34.8864,36.9363,43.0662,3.9595,0.163277,0.133863,40,io,0.62,iperf3,bbr
bbr,4.3111,21.185,33.4108,31.7357,3.0326,0.163657,0.129943,19,sort,0.14,iperf3,bbr
bbr,3.2966,34.226,43.3864,41.8974,3.1992,0.206222,0.097287,17,io,0.97,iperf3,bbr
bbr,2.4682,27.4152,41.8737,45.8746,3.4378,0.16945,0.129791,44,streaming,0.86,iperf3,bbr
bbr,3.5349,23.9206,38.8994,41.5367,4.091,0.163303,0.133103,17,streaming,0.43,iperf3,bbr
bbr,4.0643,22.0743,31.7414,37.9417,3.4989,0.123797,0.106506,22,sort,0.1,iperf3,bbr
bbr,3.1586,27.7354,28.4238,41.5957,3.3856,0.155896,0.100066,40,io,0.2,iperf3,bbr
bbr,3.6447,25.0076,33.1315,38.1098,4.0093,0.121651,0.142537,33,sort,0.44,iperf3,bbr
bbr,3.3721,23.8645,33.3944,38.4443,3.6518,0.154848,0.103108,38,streaming,0.27,iperf3,bbr
bbr,2.8693,32.6917,36.3249,38.5111,3.3257,0.155309,0.122465,24,streaming,0.93,iperf3,bbr
bbr,3.4176,23.7667,33.4403,33.8886,3.0156,0.168712,0.098946,35,sort,0.47,iperf3,bbr
bbr,3.5918,27.1852,37.2057,40.6131,3.1337,0.151684,0.114372,7,sort,0.21,iperf3,bbr
bbr,2.8542,28.4948,41.2553,42.5315,3.6462,0.117927,0.158632,22,io,0.74,iperf3,bbr
bbr,3.068,34.1436,32.2768,47.4514,3.3748,0.146449,0.108341,38,io,0.83,iperf3,bbr
bbr,3.6897,27.8253,35.1651,38.3685,3.4273,0.099982,0.113516,25,sort,0.17,iperf3,bbr
bbr,3.3048,27.2139,35.2819,41.096,3.7393,0.141836,0.114517,40,streaming,0.54,iperf3,bbr
bbr,3.5601,26.5719,29.0982,30.3294,3.0431,0.09981,0.111022,10,io,0.29,iperf3,bbr
bbr,3.4245,22.9322,27.5848,37.7405,3.6839,0.099122,0.133856,10,sort,0.24,iperf3,bbr
bbr,2.7305,34.3164,37.5659,40.7153,3.6535,0.186154,0.14425,11,sort,0.59,iperf3,bbr
bbr,3.5839,24.4476,39.5345,32.7248,3.3511,0.172423,0.1478,43,streaming,0.56,iperf3,bbr
bbr,3.0845,26.5342,27.7641,38.2376,3.5858,0.104865,0.11009,19,streaming,0.13,iperf3,bbr
bbr,3.4997,31.4221,31.9104,34.1419,3.9768,0.176644,0.09538,25,sort,0.3,iperf3,bbr
bbr,3.4454,25.9255,30.0256,35.0939,3.761,0.111746,0.137509,26,io,0.14,iperf3,bbr
bbr,2.7687,28.1208,30.6848,32.6726,3.0622,0.173226,0.145144,18,io,0.42,iperf3,bbr
bbr,3.4045,21.9346,35.4125,33.1284,3.6942,0.097907,0.08448,10,io,0.19,iperf3,bbr
bbr,3.3285,33.5708,31.9274,36.6539,3.8768,0.13141,0.108639,37,sort,0.57,iperf3,bbr
bbr,3.743,27.6312,33.1216,39.7806,2.9129,0.192284,0.093566,14,streaming,0.58,iperf3,bbr
bbr,3.1998,36.9098,35.056,44.81,3.4038,0.1519,0.15622,39,sort,0.94,iperf3,bbr
bbr,2.6207,31.6734,41.1288,39.9951,3.4069,0.114421,0.153735,19,sort,0.64,iperf3,bbr
bbr,3.4588,31.8232,34.6336,41.258,3.178,0.202706,0.131758,23,io,0.67,iperf3,bbr
bbr,4.1231,24.9406,34.7262,40.2831,3.8671,0.098324,0.088326,13,streaming,0.12,iperf3,bbr
bbr,2.8176,30.2371,38.4186,46.2599,3.2926,0.198593,0.115322,50,io,0.65,iperf3,bbr
bbr,3.3303,34.6767,41.5159,39.8905,3.4852,0.216267,0.157755,18,sort,0.93,iperf3,bbr
bbr,3.1277,26.4391,38.0345,48.257,3.6764,0.174552,0.166918,19,streaming,0.74,iperf3,bbr
bbr,2.9716,30.6858,35.434,31.0364,3.2825,0.161208,0.115341,42,io,0.3,iperf3,bbr
bbr,2.723,28.5152,30.9857,36.0418,3.3292,0.146943,0.102025,16,io,0.49,iperf3,bbr
bbr,3.3143,31.9307,37.9467,44.2862,4.0011,0.159998,0.147632,44,io,0.75,iperf3,bbr
bbr,3.5251,24.795,36.7148,40.6545,2.9448,0.149965,0.102942,40,streaming,0.2,iperf3,bbr
bbr,4.1623,22.2427,34.4274,32.5667,3.1906,0.133044,0.12063,8,io,0.16,iperf3,bbr
bbr,3.4149,27.6426,36.9607,41.0226,2.8809,0.208092,0.135322,13,io,0.73,iperf3,bbr
bbr,3.3889,34.9474,41.6061,43.9191,2.8845,0.121488,0.156923,45,io,0.58,iperf3,bbr
bbr,2.797,30.4597,34.8375,40.8614,3.0827,0.151014,0.094945,29,sort,0.41,iperf3,bbr
bbr,3.3838,27.7564,33.7835,38.2889,2.9461,0.117912,0.106888,30,streaming,0.51,iperf3,bbr
bbr,2.5681,37.8794,32.5272,48.6547,3.897,0.131773,0.151249,19,io,0.92,iperf3,bbr
bbr,3.4963,23.3172,38.8887,40.2222,4.0641,0.147403,0.141048,36,sort,0.34,iperf3,bbr
bbr,2.7721,27.9938,33.3239,32.2689,3.0358,0.129221,0.139203,12,sort,0.42,iperf3,bbr
bbr,3.5749,24.7733,36.4828,35.3139,3.4213,0.173459,0.142652,32,streaming,0.35,iperf3,bbr
bbr,3.3223,30.9035,32.5532,44.4336,3.1567,0.192844,0.124358,9,streaming,0.89,iperf3,bbr
bbr,3.44,31.4427,40.971,42.3147,3.2938,0.17893,0.134325,36,io,0.61,iperf3,bbr
bbr,3.4616,28.2239,31.602,43.2788,2.8815,0.200895,0.163897,40,io,0.72,iperf3,bbr
bbr,3.6844,26.3265,28.3148,40.8125,3.1091,0.183064,0.148662,23,streaming,0.39,iperf3,bbr
bbr,3.2937,31.4995,34.1474,44.6546,3.5189,0.176733,0.119278,20,io,0.93,iperf3,bbr
bbr,2.6227,31.2983,37.7967,48.3007,2.9533,0.189815,0.119551,17,streaming,0.96,iperf3,bbr
bbr,3.0703,28.4883,32.941,36.2521,3.4321,0.16464,0.091333,13,streaming,0.23,iperf3,bbr
bbr,2.7109,33.3047,35.8063,42.7242,3.6623,0.160003,0.135152,8,streaming,0.89,iperf3,bbr
bbr,3.0671,26.0425,40.1189,42.3186,4.0555,0.120497,0.105661,10,io,0.73,iperf3,bbr
bbr,3.0834,27.3203,34.0146,33.3137,2.9785,0.171175,0.115057,40,streaming,0.39,iperf3,bbr
bbr,3.1092,27.1647,30.2341,35.5233,3.3779,0.105055,0.125051,8,io,0.17,iperf3,bbr
bbr,3.4866,23.5487,38.9346,43.2192,3.6697,0.125852,0.140942,9,sort,0.47,iperf3,bbr
bbr,2.9511,30.9158,28.1238,31.9295,3.0796,0.107903,0.150289,32,io,0.44,iperf3,bbr
bbr,3.1352,30.4174,41.5332,46.409,3.9935,0.131169,0.117015,11,sort,0.89,iperf3,bbr
bbr,2.9975,25.3957,26.253,33.0869,3.1689,0.155522,0.113176,6,streaming,0.19,iperf3,bbr
bbr,3.5139,23.8926,35.4652,35.6936,3.0096,0.164856,0.094334,7,io,0.19,iperf3,bbr
bbr,3.2359,34.2463,35.3159,39.5998,3.3144,0.13487,0.098622,47,streaming,0.99,iperf3,bbr
bbr,3.4131,26.9443,33.6021,42.7673,3.1101,0.169532,0.105782,46,streaming,0.77,iperf3,bbr
bbr,3.5521,31.2691,27.7902,32.5426,3.1528,0.14736,0.100371,31,streaming,0.26,iperf3,bbr
bbr,2.6674,28.605,36.9359,38.5289,3.8543,0.169917,0.122064,5,io,0.71,iperf3,bbr
bbr,3.5457,26.1823,29.5413,39.4723,3.7611,0.146161,0.101779,32,sort,0.26,iperf3,bbr
bbr,3.2074,32.7946,42.6324,38.4375,3.6763,0.167492,0.139843,16,sort,0.78,iperf3,bbr
bbr,2.9644,33.9962,31.061,43.735,4.0958,0.202647,0.118538,26,streaming,0.66,iperf3,bbr
bbr,2.9062,32.7473,34.4658,35.3967,3.8335,0.189566,0.12477,44,streaming,0.61,iperf3,bbr
bbr,2.7003,29.8582,43.0983,41.9383,3.1603,0.204267,0.15117,15,io,0.92,iperf3,bbr
bbr,3.7615,32.2162,38.3579,36.009,3.7486,0.158092,0.10379,40,io,0.36,iperf3,bbr
bbr,3.3898,28.9954,39.3832,46.0378,3.5697,0.191598,0.142814,14,sort,0.62,iperf3,bbr
bbr,3.7339,26.618,38.3576,32.7328,2.9777,0.141529,0.091277,34,sort,0.36,iperf3,bbr
bbr,3.4005,37.4847,42.1123,44.2746,3.1295,0.144186,0.168986,23,sort,0.88,iperf3,bbr
bbr,3.3063,27.9574,36.5182,32.123,3.8301,0.139133,0.12166,23,io,0.47,iperf3,bbr
bbr,3.3302,31.1527,39.142,44.1345,3.8332,0.115639,0.093926,19,sort,0.61,iperf3,bbr
bbr,2.6198,29.5951,40.6717,43.8738,3.7173,0.120071,0.108031,36,sort,0.71,iperf3,bbr
bbr,2.5849,26.7637,40.8056,47.2033,3.8156,0.208666,0.113987,44,io,0.83,iperf3,bbr
bbr,3.8406,32.9593,28.5528,44.3887,3.3321,0.12898,0.098383,13,io,0.48,iperf3,bbr
bbr,2.759,29.4992,43.5792,49.2645,3.4014,0.139059,0.149013,14,io,0.98,iperf3,bbr
bbr,2.6647,35.1524,34.8026,46.0596,3.1051,0.192888,0.137336,34,sort,0.77,iperf3,bbr
bbr,4.041,27.3638,36.3953,29.5014,3.3431,0.14339,0.110291,47,sort,0.22,iperf3,bbr
bbr,3.1255,27.4172,33.5822,33.7329,3.2139,0.13192,0.115932,33,sort,0.17,iperf3,bbr
bbr,2.7656,37.8552,35.8898,42.0614,3.5991,0.123827,0.175293,11,streaming,0.99,iperf3,bbr
bbr,2.9395,25.8273,34.6606,37.0316,3.1889,0.145835,0.12841,10,sort,0.25,iperf3,bbr
bbr,3.2201,24.8185,32.169,38.6823,3.8906,0.15328,0.09225,48,streaming,0.28,iperf3,bbr
bbr,3.1608,30.8867,33.7195,39.8942,2.9594,0.10561,0.085113,32,streaming,0.35,iperf3,bbr
bbr,2.6986,34.5068,40.329,33.7293,3.3494,0.195092,0.127148,50,streaming,0.54,iperf3,bbr
bbr,2.68,24.9342,40.6216,42.8887,4.0025,0.192659,0.090168,38,sort,0.63,iperf3,bbr
bbr,3.5749,34.4892,34.6481,41.0152,2.8898,0.198164,0.151938,43,io,0.61,iperf3,bbr
bbr,3.2028,30.0506,33.9963,31.8216,3.9683,0.168684,0.094347,21,io,0.14,iperf3,bbr
bbr,2.6194,28.8923,37.8642,46.85,3.5558,0.185267,0.133244,42,streaming,0.9,iperf3,bbr
bbr,3.459,22.2856,34.7664,30.3285,3.7264,0.102289,0.108547,18,sort,0.19,iperf3,bbr
bbr,2.5084,34.4535,44.758,48.6348,4.0946,0.147791,0.131139,5,sort,0.89,iperf3,bbr
bbr,3.6129,28.2745,29.6968,31.1952,3.8996,0.135368,0.119791,25,sort,0.25,iperf3,bbr
bbr,4.1354,22.4613,36.7408,32.1018,3.394,0.166183,0.101247,29,io,0.22,iperf3,bbr
bbr,3.0257,23.5314,34.0349,43.831,2.8955,0.156012,0.101597,12,io,0.37,iperf3,bbr
bbr,2.678,31.4544,33.8942,37.5842,3.0384,0.144124,0.15553,9,io,0.69,iperf3,bbr
bbr,3.5184,27.881,31.2264,43.3559,3.3905,0.176419,0.120037,31,streaming,0.74,iperf3,bbr
bbr,3.0031,35.065,31.5095,42.3909,3.7735,0.190414,0.086417,45,io,0.59,iperf3,bbr
bbr,3.6124,23.9033,36.5515,39.4146,3.5955,0.156858,0.118932,27,io,0.43,iperf3,bbr
bbr,3.0378,29.5032,40.1205,34.9442,2.9216,0.137403,0.125782,45,sort,0.48,iperf3,bbr
bbr,2.9906,29.2521,39.321,40.3029,3.3058,0.187125,0.112597,14,io,0.73,iperf3,bbr
bbr,2.894,34.7613,37.9797,41.696,3.0153,0.181989,0.125728,6,streaming,0.87,iperf3,bbr
bbr,3.4231,29.0885,28.0186,41.8822,3.6664,0.123086,0.137032,5,streaming,0.33,iperf3,bbr
bbr,2.8659,38.6527,38.7126,39.6633,2.8993,0.192741,0.133104,11,io,0.99,iperf3,bbr
bbr,3.4277,37.9298,37.5725,44.3065,2.9224,0.144623,0.172,11,streaming,0.89,iperf3,bbr
bbr,2.8187,28.9985,30.9607,39.5722,2.9878,0.138245,0.14277,15,sort,0.54,iperf3,bbr
bbr,3.6321,23.5491,32.5699,33.1221,3.519,0.135455,0.134519,38,streaming,0.23,iperf3,bbr
bbr,3.6345,24.9839,26.5358,31.0444,3.7569,0.144195,0.108527,12,sort,0.27,iperf3,bbr
bbr,3.7302,31.5844,30.9552,30.6145,3.9154,0.16473,0.0924,33,streaming,0.31,iperf3,bbr
bbr,3.18,33.0442,34.0143,49.296,3.8385,0.162916,0.1044,49,streaming,0.93,iperf3,bbr
bbr,3.3699,33.4377,32.826,48.3683,3.5042,0.121836,0.170612,6,io,0.94,iperf3,bbr
bbr,3.3683,27.5584,35.6457,49.1522,4.0282,0.140911,0.099499,26,streaming,0.87,iperf3,bbr
bbr,3.2445,32.3721,44.3615,50.2741,3.1771,0.164045,0.126461,34,streaming,0.88,iperf3,bbr
bbr,2.963,23.1051,28.3083,37.5743,3.5433,0.153205,0.082029,19,sort,0.36,iperf3,bbr
